ID,Timestamp,Machine_ID,Air_Temp_K,Process_Temp_K,RPM,Torque_Nm,Tool_Wear_Min,Machine_Status,Quality_Check,Product_Count
50,2026-06-01T09:25:00,LINE3-M01,300.9,310.8,1221,56.1,146,Running,True,50
51,2026-06-01T09:28:00,LINE3-M02,296.4,305.2,1448,52.0,151,Running,True,51
52,2026-06-01T09:30:00,LINE2-M02,302.3,313.2,1304,28.1,153,Running,True,52
53,2026-06-01T09:33:00,LINE3-M01,301.4,311.1,1630,37.7,158,Idle,True,53
54,2026-06-01T09:35:00,LINE3-M01,302.2,314.3,1363,43.6,160,Running,False,54
55,2026-06-01T09:41:00,LINE2-M02,295.8,307.6,1784,45.8,162,Running,True,55
56,2026-06-01T09:46:00,LINE2-M02,300.2,310.3,1455,52.2,165,Running,True,56
57,2026-06-01T09:50:00,LINE1-M02,299.1,309.3,1237,28.0,170,Running,True,57
58,2026-06-01T09:53:00,LINE3-M01,296.5,307.6,1548,58.2,175,Stopped,False,58
59,2026-06-01T09:55:00,LINE3-M02,300.0,309.0,1631,36.1,180,Running,True,59
60,2026-06-01T10:00:00,LINE3-M01,301.1,311.8,1232,49.8,183,Running,True,60
61,2026-06-01T10:05:00,LINE3-M01,299.3,309.8,1262,51.7,185,Idle,True,61
62,2026-06-01T10:07:00,LINE1-M02,299.1,309.3,1345,35.7,187,Running,True,62
63,2026-06-01T10:11:00,LINE2-M02,301.7,311.9,1956,28.3,190,Running,True,63
64,2026-06-01T10:13:00,LINE2-M01,297.3,306.7,1768,24.5,193,Idle,True,64
65,2026-06-01T10:15:00,LINE3-M01,296.2,306.6,1599,48.9,196,Running,True,65
66,2026-06-01T10:19:00,LINE2-M01,299.8,310.4,1925,38.1,198,Running,True,66
67,2026-06-01T10:25:00,LINE1-M02,302.4,311.9,1334,54.9,203,Running,True,67
68,2026-06-01T10:28:00,LINE1-M02,300.4,309.9,1746,40.3,206,Running,True,68
69,2026-06-01T10:34:00,LINE2-M02,299.4,307.8,1168,48.0,209,Stopped,False,69
70,2026-06-01T10:37:00,LINE2-M01,300.0,309.6,1946,35.5,211,Idle,True,70
71,2026-06-01T10:42:00,LINE2-M02,302.1,312.3,1241,39.4,214,Stopped,True,71
72,2026-06-01T10:44:00,LINE2-M02,300.4,310.4,1764,50.6,217,Stopped,False,72
73,2026-06-01T10:46:00,LINE3-M01,303.0,313.1,1706,24.6,219,Running,True,73
74,2026-06-01T10:51:00,LINE2-M01,302.4,312.3,1565,34.7,222,Stopped,False,74
75,2026-06-01T10:57:00,LINE2-M02,300.7,309.8,1189,31.9,224,Stopped,False,75
76,2026-06-01T11:00:00,LINE3-M02,297.3,307.8,1418,51.1,229,Idle,True,76
77,2026-06-01T11:04:00,LINE1-M02,299.8,308.8,1429,28.6,231,Stopped,False,77
78,2026-06-01T11:09:00,LINE1-M01,303.9,313.7,1261,42.3,233,Stopped,True,78
79,2026-06-01T11:11:00,LINE2-M02,298.5,309.1,1417,28.4,238,Running,True,79
80,2026-06-01T11:15:00,LINE1-M01,303.6,313.9,1508,32.1,0,Running,True,80
81,2026-06-01T11:21:00,LINE2-M02,299.7,308.7,1168,44.7,3,Running,True,81
82,2026-06-01T11:27:00,LINE3-M01,302.4,312.6,1293,32.9,5,Running,True,82
83,2026-06-01T11:29:00,LINE1-M01,302.1,312.8,1191,42.4,8,Running,True,83
84,2026-06-01T11:33:00,LINE3-M02,303.0,315.0,1299,30.2,11,Running,True,84
85,2026-06-01T11:36:00,LINE2-M01,297.2,307.8,1360,36.2,14,Running,True,85
86,2026-06-01T11:39:00,LINE2-M02,300.3,311.2,1608,43.7,19,Running,True,86
87,2026-06-01T11:45:00,LINE3-M02,304.1,315.7,2030,28.1,24,Running,True,87
88,2026-06-01T11:49:00,LINE1-M01,301.3,310.5,1903,39.4,27,Idle,True,88
89,2026-06-01T11:53:00,LINE3-M01,299.9,308.7,1430,41.0,30,Idle,True,89
90,2026-06-01T11:59:00,LINE2-M02,297.2,307.4,1269,44.5,33,Running,True,90
91,2026-06-01T12:02:00,LINE2-M02,298.6,311.0,1168,32.3,36,Running,True,91
92,2026-06-01T12:04:00,LINE2-M01,301.4,311.3,1719,36.4,39,Running,True,92
93,2026-06-01T12:06:00,LINE3-M02,300.7,310.3,1381,36.6,44,Running,True,93
94,2026-06-01T12:11:00,LINE1-M01,301.5,311.7,1833,20.3,46,Running,True,94
95,2026-06-01T12:13:00,LINE1-M01,298.6,306.4,1624,30.6,48,Running,True,95
96,2026-06-01T12:15:00,LINE2-M01,301.4,309.1,1168,57.0,50,Stopped,False,96
97,2026-06-01T12:18:00,LINE2-M01,301.0,312.2,2300,34.4,52,Idle,True,97
98,2026-06-01T12:22:00,LINE2-M02,301.9,312.6,1573,35.2,55,Running,True,98
99,2026-06-01T12:27:00,LINE1-M02,302.1,311.6,1368,31.3,60,Running,True,99
100,2026-06-01T12:31:00,LINE1-M01,302.8,312.3,1583,38.0,62,Running,True,100
101,2026-06-01T12:36:00,LINE3-M02,297.9,307.4,1589,47.6,64,Running,True,101
102,2026-06-01T12:40:00,LINE1-M02,301.5,311.7,1404,31.4,66,Running,True,102
103,2026-06-01T12:43:00,LINE1-M02,301.0,311.2,1388,45.6,69,Running,True,103
104,2026-06-01T12:49:00,LINE2-M02,299.3,308.8,1168,38.4,71,Running,True,104
105,2026-06-01T12:53:00,LINE1-M01,305.1,315.6,1359,39.8,76,Running,True,105
106,2026-06-01T12:57:00,LINE1-M01,298.2,308.4,1752,35.5,79,Running,True,106
107,2026-06-01T13:02:00,LINE3-M01,299.3,311.0,1419,25.6,81,Running,True,107
108,2026-06-01T13:07:00,LINE3-M01,302.1,311.4,1427,33.4,84,Running,True,108
109,2026-06-01T13:12:00,LINE2-M01,298.4,308.2,1463,41.9,86,Running,True,109
110,2026-06-01T13:16:00,LINE2-M02,302.7,312.4,1406,19.5,88,Stopped,False,110
111,2026-06-01T13:21:00,LINE2-M01,302.8,310.1,1229,29.8,91,Maintenance,True,111
112,2026-06-01T13:25:00,LINE1-M01,300.2,310.0,1655,35.8,93,Idle,True,112
113,2026-06-01T13:29:00,LINE2-M01,301.0,310.2,1452,40.7,95,Running,True,113
114,2026-06-01T13:32:00,LINE1-M01,305.1,315.2,1556,20.7,97,Stopped,False,114
115,2026-06-01T13:36:00,LINE1-M02,301.6,310.7,1835,39.8,99,Running,True,115
116,2026-06-01T13:42:00,LINE2-M01,296.6,305.7,1522,32.7,101,Running,True,116
117,2026-06-01T13:46:00,LINE3-M02,300.7,309.4,1586,37.5,103,Running,True,117
118,2026-06-01T13:52:00,LINE2-M01,299.1,310.2,1679,31.9,105,Idle,True,118
119,2026-06-01T13:57:00,LINE1-M01,301.9,311.9,1361,54.6,107,Running,True,119
120,2026-06-01T14:03:00,LINE1-M02,298.4,310.0,2039,23.7,110,Running,True,120
121,2026-06-01T14:08:00,LINE3-M01,298.9,308.1,1546,29.8,113,Running,True,121
122,2026-06-01T14:11:00,LINE2-M02,303.6,313.6,1229,33.1,115,Running,True,122
123,2026-06-01T14:15:00,LINE1-M02,298.0,308.5,1615,47.1,118,Running,True,123
124,2026-06-01T14:18:00,LINE3-M01,300.7,310.6,1581,51.4,120,Running,True,124
125,2026-06-01T14:24:00,LINE1-M01,298.1,310.7,1532,41.6,122,Running,True,125
126,2026-06-01T14:27:00,LINE1-M02,297.5,307.6,1456,42.7,124,Running,True,126
127,2026-06-01T14:33:00,LINE2-M01,299.3,309.5,1413,37.3,126,Running,True,127
128,2026-06-01T14:35:00,LINE2-M02,298.4,308.3,1189,35.9,129,Running,True,128
129,2026-06-01T14:37:00,LINE3-M02,299.9,310.5,1677,25.2,131,Running,True,129
130,2026-06-01T14:39:00,LINE2-M02,301.6,312.5,1575,39.5,134,Running,True,130
131,2026-06-01T14:45:00,LINE3-M02,301.6,311.7,1644,36.7,136,Running,True,131
132,2026-06-01T14:47:00,LINE3-M01,302.7,310.0,1795,50.6,139,Maintenance,False,132
133,2026-06-01T14:51:00,LINE3-M02,297.9,309.2,1284,43.1,141,Running,True,133
134,2026-06-01T14:53:00,LINE3-M02,302.5,313.3,1168,50.0,144,Running,True,134
135,2026-06-01T14:55:00,LINE2-M02,300.2,311.3,1331,55.4,146,Running,True,135
136,2026-06-01T15:01:00,LINE3-M01,298.6,307.1,1580,32.7,149,Running,True,136
137,2026-06-01T15:03:00,LINE2-M01,299.4,308.6,1387,30.4,151,Running,True,137
138,2026-06-01T15:07:00,LINE1-M01,299.5,308.6,1424,48.6,153,Running,True,138
139,2026-06-01T15:12:00,LINE1-M01,299.9,310.6,1282,45.6,158,Running,True,139
140,2026-06-01T15:16:00,LINE1-M02,299.0,309.6,1453,35.4,160,Idle,True,140
141,2026-06-01T15:22:00,LINE1-M01,299.0,308.8,1492,28.3,163,Running,True,141
142,2026-06-01T15:28:00,LINE1-M02,299.8,310.7,1685,45.4,168,Running,True,142
143,2026-06-01T15:32:00,LINE1-M01,298.8,308.4,1825,40.7,171,Running,True,143
144,2026-06-01T15:35:00,LINE2-M02,298.1,307.2,1484,33.8,174,Running,True,144
145,2026-06-01T15:41:00,LINE3-M01,293.0,303.0,1849,40.6,177,Idle,True,145
146,2026-06-01T15:43:00,LINE2-M01,300.8,311.4,1910,37.4,180,Running,True,146
147,2026-06-01T15:45:00,LINE2-M01,301.6,312.1,1593,50.9,185,Running,True,147
148,2026-06-01T15:50:00,LINE1-M01,302.1,312.0,1716,36.7,187,Running,True,148
149,2026-06-01T15:54:00,LINE1-M02,299.5,309.5,1581,24.5,192,Running,True,149
150,2026-06-01T15:58:00,LINE2-M01,299.6,309.8,1837,34.9,194,Running,True,150
151,2026-06-01T16:00:00,LINE1-M02,299.1,309.3,1838,27.0,199,Idle,True,151
152,2026-06-01T16:06:00,LINE2-M02,298.8,310.7,1723,55.5,201,Maintenance,True,152
153,2026-06-01T16:08:00,LINE2-M02,303.1,313.0,1452,59.2,203,Stopped,False,153
154,2026-06-01T16:14:00,LINE3-M02,300.2,311.4,1400,49.6,205,Running,True,154
155,2026-06-01T16:20:00,LINE3-M01,297.4,308.3,1824,36.4,208,Idle,True,155
156,2026-06-01T16:24:00,LINE3-M01,299.3,310.8,1302,29.9,213,Stopped,False,156
157,2026-06-01T16:28:00,LINE2-M02,297.5,308.9,1500,51.2,215,Maintenance,False,157
158,2026-06-01T16:32:00,LINE3-M01,299.7,308.5,1411,40.9,217,Idle,True,158
159,2026-06-01T16:37:00,LINE1-M01,300.4,311.1,1573,53.8,219,Stopped,False,159
160,2026-06-01T16:43:00,LINE2-M01,297.0,307.3,1557,29.6,221,Stopped,True,160
161,2026-06-01T16:45:00,LINE2-M01,299.4,309.4,1833,30.5,223,Running,True,161
162,2026-06-01T16:48:00,LINE3-M02,302.4,313.1,1660,47.2,226,Maintenance,True,162
163,2026-06-01T16:53:00,LINE2-M01,304.8,314.8,1888,54.7,228,Maintenance,False,163
164,2026-06-01T16:57:00,LINE3-M02,299.1,310.2,1604,29.4,231,Stopped,False,164
165,2026-06-01T16:59:00,LINE3-M02,302.8,313.7,1785,31.3,233,Stopped,False,165
166,2026-06-01T17:04:00,LINE3-M01,301.0,312.3,2002,33.9,236,Maintenance,True,166
167,2026-06-01T17:08:00,LINE1-M02,300.8,313.0,1516,41.9,238,Maintenance,True,167
168,2026-06-01T17:10:00,LINE2-M02,296.9,308.0,1678,36.5,240,Stopped,False,168
169,2026-06-01T17:16:00,LINE3-M02,303.5,313.9,1559,40.7,0,Running,True,169
170,2026-06-01T17:22:00,LINE2-M01,297.3,306.9,1302,45.1,2,Running,True,170
171,2026-06-01T17:25:00,LINE2-M02,296.3,305.4,1168,62.7,5,Running,True,171
172,2026-06-01T17:27:00,LINE3-M02,302.6,313.0,1224,28.6,8,Idle,True,172
173,2026-06-01T17:32:00,LINE2-M01,298.7,309.1,1498,42.6,11,Running,True,173
174,2026-06-01T17:36:00,LINE1-M01,294.8,305.2,1683,31.2,13,Running,True,174
175,2026-06-01T17:39:00,LINE3-M02,295.5,305.7,1231,45.3,15,Running,True,175
176,2026-06-01T17:44:00,LINE1-M02,303.4,314.9,1191,36.9,17,Running,True,176
177,2026-06-01T17:49:00,LINE3-M02,300.2,308.9,1639,34.0,19,Idle,True,177
178,2026-06-01T17:53:00,LINE2-M01,297.4,305.9,1237,54.2,22,Maintenance,False,178
179,2026-06-01T17:57:00,LINE3-M02,302.1,312.3,1880,35.0,27,Idle,True,179
180,2026-06-01T18:01:00,LINE2-M01,297.5,308.1,1554,30.6,29,Running,True,180
181,2026-06-01T18:06:00,LINE2-M02,300.3,310.8,1399,51.7,34,Running,False,181
182,2026-06-01T18:08:00,LINE1-M02,297.9,308.0,1863,38.3,36,Running,True,182
183,2026-06-01T18:13:00,LINE1-M01,298.8,310.7,1570,41.6,38,Idle,True,183
184,2026-06-01T18:16:00,LINE3-M02,299.8,309.8,1549,34.4,43,Running,True,184
185,2026-06-01T18:21:00,LINE2-M02,300.4,310.8,1460,47.0,45,Running,True,185
186,2026-06-01T18:27:00,LINE1-M02,296.3,307.2,1190,31.4,48,Running,True,186
187,2026-06-01T18:32:00,LINE1-M01,300.6,311.0,1927,41.1,50,Running,False,187
188,2026-06-01T18:36:00,LINE3-M02,299.8,310.6,1645,34.9,53,Idle,True,188
189,2026-06-01T18:39:00,LINE2-M01,297.4,305.8,1232,57.7,56,Stopped,False,189
190,2026-06-01T18:42:00,LINE3-M01,300.1,309.9,1652,28.3,58,Running,True,190
191,2026-06-01T18:47:00,LINE3-M01,300.1,311.2,1420,40.4,60,Running,True,191
192,2026-06-01T18:53:00,LINE3-M01,296.7,306.9,1168,37.3,62,Running,True,192
193,2026-06-01T18:56:00,LINE2-M01,301.5,311.8,1498,39.4,65,Idle,True,193
194,2026-06-01T18:58:00,LINE2-M01,299.1,308.7,1629,62.4,67,Stopped,False,194
195,2026-06-01T19:04:00,LINE1-M01,301.8,310.2,1475,49.6,70,Idle,True,195
196,2026-06-01T19:06:00,LINE1-M01,298.9,309.4,1660,32.1,73,Running,True,196
197,2026-06-01T19:08:00,LINE2-M02,302.8,312.7,1396,41.5,78,Running,True,197
198,2026-06-01T19:13:00,LINE1-M01,300.5,312.8,1670,42.9,80,Running,True,198
199,2026-06-01T19:17:00,LINE3-M02,297.5,306.8,1168,51.6,82,Running,True,199
200,2026-06-01T19:21:00,LINE1-M02,301.2,311.9,1432,29.3,85,Running,True,200
201,2026-06-01T19:26:00,LINE3-M02,299.3,309.8,1846,53.5,88,Maintenance,False,201
202,2026-06-01T19:30:00,LINE2-M01,301.3,309.8,1249,61.0,91,Stopped,False,202
203,2026-06-01T19:36:00,LINE3-M02,301.1,312.7,1527,37.7,96,Running,True,203
204,2026-06-01T19:40:00,LINE2-M02,296.6,305.3,1659,23.2,99,Running,True,204
205,2026-06-01T19:42:00,LINE2-M02,298.8,309.5,1820,38.5,101,Running,True,205
206,2026-06-01T19:47:00,LINE2-M02,297.3,307.1,1552,34.3,103,Running,True,206
207,2026-06-01T19:49:00,LINE1-M01,298.6,308.5,1510,40.7,106,Running,True,207
208,2026-06-01T19:52:00,LINE2-M02,299.3,308.1,1792,34.7,109,Running,True,208
209,2026-06-01T19:58:00,LINE3-M02,298.9,307.5,1403,48.6,112,Running,True,209
210,2026-06-01T20:00:00,LINE2-M02,301.6,310.9,1711,48.3,114,Idle,True,210
211,2026-06-01T20:06:00,LINE3-M01,298.4,307.1,1168,47.7,117,Running,True,211
212,2026-06-01T20:11:00,LINE1-M01,300.7,312.1,1367,53.2,122,Running,True,212
213,2026-06-01T20:16:00,LINE3-M01,299.1,310.3,1784,43.7,124,Idle,True,213
214,2026-06-01T20:18:00,LINE3-M01,301.4,311.5,1168,68.9,126,Running,True,214
215,2026-06-01T20:22:00,LINE1-M02,302.8,313.4,1327,28.3,128,Running,True,215
216,2026-06-01T20:26:00,LINE3-M02,299.9,308.8,1168,43.0,131,Running,True,216
217,2026-06-01T20:30:00,LINE2-M01,296.4,305.8,1168,45.6,136,Running,True,217
218,2026-06-01T20:34:00,LINE2-M01,300.1,309.9,1168,27.0,138,Stopped,False,218
219,2026-06-01T20:36:00,LINE2-M01,298.9,308.5,1406,33.7,140,Running,True,219
220,2026-06-01T20:40:00,LINE3-M02,303.0,314.3,1389,33.5,143,Running,True,220
221,2026-06-01T20:46:00,LINE1-M01,294.9,305.8,1168,40.4,146,Running,True,221
222,2026-06-01T20:49:00,LINE1-M01,299.2,308.0,1483,29.7,148,Running,True,222
223,2026-06-01T20:53:00,LINE3-M01,300.2,309.1,1405,40.5,151,Running,True,223
224,2026-06-01T20:56:00,LINE2-M01,298.6,308.1,1599,26.8,153,Running,True,224
225,2026-06-01T21:00:00,LINE1-M01,302.9,312.7,1200,52.8,155,Idle,True,225
226,2026-06-01T21:06:00,LINE3-M02,300.7,310.5,1763,30.8,157,Running,True,226
227,2026-06-01T21:11:00,LINE3-M02,300.6,311.4,1585,41.0,160,Running,True,227
228,2026-06-01T21:14:00,LINE1-M02,299.9,310.2,1651,51.1,162,Running,True,228
229,2026-06-01T21:17:00,LINE2-M02,297.3,306.3,1586,32.7,164,Running,True,229
230,2026-06-01T21:21:00,LINE2-M01,302.5,310.3,1684,37.1,166,Running,True,230
231,2026-06-01T21:26:00,LINE3-M02,301.2,312.5,1219,37.2,168,Running,True,231
232,2026-06-01T21:29:00,LINE1-M02,301.9,311.8,1168,39.0,170,Running,True,232
233,2026-06-01T21:35:00,LINE3-M01,303.1,313.6,1603,49.9,173,Running,True,233
234,2026-06-01T21:41:00,LINE1-M01,298.3,308.5,1766,16.6,175,Stopped,False,234
235,2026-06-01T21:47:00,LINE2-M01,299.6,309.3,1450,48.6,177,Running,True,235
236,2026-06-01T21:49:00,LINE3-M02,299.3,309.8,1987,43.0,179,Running,True,236
237,2026-06-01T21:55:00,LINE1-M01,301.8,312.5,1432,45.6,184,Running,True,237
238,2026-06-01T22:00:00,LINE1-M02,303.5,313.8,1734,31.3,186,Idle,True,238
239,2026-06-01T22:05:00,LINE2-M02,302.5,312.5,1425,57.6,188,Idle,True,239
240,2026-06-01T22:08:00,LINE3-M02,300.3,309.4,1526,50.0,191,Running,True,240
241,2026-06-01T22:10:00,LINE1-M02,301.7,310.8,1720,34.0,193,Running,True,241
242,2026-06-01T22:14:00,LINE1-M02,300.9,312.1,1221,57.1,196,Running,True,242
243,2026-06-01T22:16:00,LINE1-M01,298.4,309.0,1334,45.5,198,Running,True,243
244,2026-06-01T22:18:00,LINE1-M01,300.5,307.1,1570,30.0,203,Running,True,244
245,2026-06-01T22:21:00,LINE3-M02,296.6,308.1,1833,29.8,208,Running,True,245
246,2026-06-01T22:24:00,LINE2-M01,299.2,308.0,1593,36.7,210,Running,True,246
247,2026-06-01T22:30:00,LINE3-M01,303.1,315.1,2003,48.1,212,Maintenance,True,247
248,2026-06-01T22:35:00,LINE1-M02,302.2,310.8,1744,29.9,214,Running,True,248
249,2026-06-01T22:38:00,LINE2-M01,300.2,311.7,1168,40.7,217,Running,True,249
250,2026-06-01T22:41:00,LINE2-M01,298.8,308.6,1353,48.2,219,Maintenance,False,250
251,2026-06-01T22:44:00,LINE3-M01,302.4,313.0,1592,29.7,221,Maintenance,False,251
252,2026-06-01T22:47:00,LINE3-M01,300.6,309.2,1675,55.4,226,Stopped,False,252
253,2026-06-01T22:51:00,LINE3-M02,302.1,311.9,1369,45.1,228,Running,True,253
254,2026-06-01T22:55:00,LINE2-M01,301.8,313.2,1665,40.1,233,Stopped,False,254
255,2026-06-01T22:58:00,LINE2-M01,300.8,310.2,1603,40.4,236,Maintenance,False,255
256,2026-06-01T23:03:00,LINE1-M02,298.1,307.1,1168,23.3,238,Maintenance,False,256
257,2026-06-01T23:05:00,LINE1-M01,295.2,306.1,1779,35.0,240,Stopped,False,257
258,2026-06-01T23:07:00,LINE3-M02,299.5,310.4,1728,43.7,0,Running,True,258
259,2026-06-01T23:13:00,LINE3-M02,301.6,310.3,1521,26.3,5,Running,True,259
260,2026-06-01T23:16:00,LINE1-M01,298.4,308.2,1606,58.3,10,Stopped,True,260
261,2026-06-01T23:20:00,LINE2-M02,300.4,310.0,1522,40.7,13,Running,True,261
262,2026-06-01T23:22:00,LINE1-M02,300.8,309.9,1512,38.5,15,Running,True,262
263,2026-06-01T23:24:00,LINE2-M02,298.6,308.7,2161,35.3,18,Idle,True,263
264,2026-06-01T23:26:00,LINE1-M01,295.7,305.7,1667,49.3,21,Idle,True,264
265,2026-06-01T23:30:00,LINE3-M01,300.6,310.3,1580,23.7,24,Running,True,265
266,2026-06-01T23:35:00,LINE1-M02,298.2,308.3,1312,32.3,27,Running,True,266
267,2026-06-01T23:41:00,LINE2-M02,302.1,312.6,1740,32.4,29,Idle,True,267
268,2026-06-01T23:46:00,LINE1-M01,299.5,308.8,1497,49.4,31,Running,True,268
269,2026-06-01T23:48:00,LINE3-M02,300.1,311.0,1615,30.6,33,Idle,True,269
270,2026-06-01T23:54:00,LINE3-M02,301.6,311.3,1528,26.9,36,Running,True,270
271,2026-06-01T23:57:00,LINE2-M01,300.6,311.4,1803,25.9,38,Running,True,271
272,2026-06-02T00:02:00,LINE2-M02,300.7,310.2,1389,40.5,43,Running,True,272
273,2026-06-02T00:07:00,LINE1-M01,299.6,310.6,1564,65.4,45,Stopped,False,273
274,2026-06-02T00:12:00,LINE1-M01,301.0,310.8,1493,35.8,47,Running,True,274
275,2026-06-02T00:16:00,LINE2-M01,295.8,305.2,1833,37.1,52,Running,True,275
276,2026-06-02T00:20:00,LINE2-M01,298.8,310.4,1688,42.7,54,Running,True,276
277,2026-06-02T00:22:00,LINE2-M02,297.0,308.2,1450,52.7,57,Running,True,277
278,2026-06-02T00:28:00,LINE1-M02,299.0,309.3,1341,46.3,59,Running,True,278
279,2026-06-02T00:32:00,LINE2-M02,301.7,310.4,1569,58.8,64,Maintenance,False,279
280,2026-06-02T00:38:00,LINE1-M01,302.9,312.4,1304,44.6,67,Running,True,280
281,2026-06-02T00:43:00,LINE3-M02,300.8,310.6,1585,58.3,70,Stopped,False,281
282,2026-06-02T00:48:00,LINE3-M02,298.1,307.8,1706,34.6,72,Running,True,282
283,2026-06-02T00:54:00,LINE3-M01,300.7,310.9,1281,37.4,74,Running,True,283
284,2026-06-02T00:59:00,LINE2-M02,301.7,312.2,1471,41.8,79,Running,True,284
285,2026-06-02T01:05:00,LINE3-M01,301.3,310.9,1560,33.1,84,Running,True,285
286,2026-06-02T01:08:00,LINE2-M01,300.2,309.6,1630,33.4,86,Idle,True,286
287,2026-06-02T01:11:00,LINE2-M02,301.9,313.6,1445,38.8,88,Running,True,287
288,2026-06-02T01:16:00,LINE2-M01,301.7,311.0,2050,44.2,90,Stopped,False,288
289,2026-06-02T01:19:00,LINE3-M01,302.0,312.5,1419,50.7,92,Running,True,289
290,2026-06-02T01:22:00,LINE1-M02,299.8,310.7,1480,31.3,94,Running,True,290
291,2026-06-02T01:24:00,LINE3-M01,302.4,314.1,1282,49.6,97,Running,True,291
